REPORT_DAT,PSA,WARD,NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
2200380,108,6,26,8002, 86,16104245,401418,135835,2198940,2200380
2198820,104,6,25,10600, 83,16104184,400436,137376,2178000,2179080
2184540,103,6,8,5900, 1,16104156,399111,136474,2174400,2176200
2182560,102,2,8,5800, 143,16103985,398098,136401,2154600,2154900
2170800,106,6,27,7200, 131,16104098,399491,134192,2158200,2166000
2157000,103,6,25,10600, 83,16103976,399295,136784,2153040,2155560
2147400,105,6,9,10200, 142,16103895,398476,135226,2101200,2143800
2146560,105,6,9,6400, 127,16103836,399076,133996,2140980,2143680
2146560,104,6,25,8410, 82,16103872,400790,137051,1557720,1557780
2146140,104,6,25,8302, 84,16103709,400233,136697,2098800,2133360
2144880,107,6,25,8302, 85,16103852,400384,136326,2125440,2142600
2144280,106,6,27,7200, 131,16103795,399592,134459,2048700,2049300
2142420,106,6,26,6202, 130,16103828,399252,135527,2030400,2048400
2137860,101,2,8,5800, 129,16103739,397654,136801,2124900,2126700
2136060,101,2,8,5800, 129,16103728,397430,136664,2130240,2130360
2135100,106,6,27,7200, 131,16103703,399288,134410,2053800,2107800
2134920,101,2,8,5800, 129,16103661,397700,136611,2123100,2124300
2134380,101,2,8,5800, 129,16103724,397226,136542,2131260,2131500
2132460,107,6,26,7000, 90,16103694,400436,135043,2129400,2130000
2131320,103,6,8,4702, 1,16103676,399078,136928,2128200,2129100
2130900,107,6,25,8302, 85,16103669,400384,136326,2125800,2125980
2125620,106,6,26,7000, 90,16103532,400435,134715,2077200,2107800
2125560,106,6,26,7100, 91,16103549,401138,134783,2114700,2115600
2125140,105,6,9,6400, 127,16103606,399213,133731,2118600,2124600
2123820,106,6,26,7000, 90,16103527,400435,134715,2077200,2107800
2123820,103,6,8,4702, 1,16103570,399078,136928,2119800,2123820
2122200,102,2,8,5900, 143,16401258,398508,136963,763200,2076360
2121120,102,2,8,5900, 143,16401257,398508,136963,2591400,1598400
2120400,102,6,8,4701, 1,16401247,398477,137319,1759500,1759800
2120160,108,6,26,8002, 86,16401256,401480,135898,223200,244800
2119800,106,6,27,7200, 131,16103138,399352,134192,1658700,2061300
2117400,105,6,9,11000, 127,16103545,398476,134192,1965600,2112300
2114520,108,6,26,6801, 87,16103531,401668,135475,2005200,2114100
2111340,104,6,25,8301, 84,16103506,399759,136784,2052000,2102400
2107560,102,2,8,5900, 143,16103400,398477,136329,1764000,1796400
2106720,106,6,27,7200, 131,16103462,399622,134352,2101200,2101560
2104500,107,6,26,8200, 89,16401233,400134,135836,1800000,1842300
2101740,107,6,25,8302, 85,16103451,400437,136259,2055600,2093400
2095200,105,6,9,11000, 127,16103432,398747,134091,2093880,2094300
2078280,101,2,8,10100, 129,16103352,397430,137119,2068200,2075400
2077140,108,6,26,6801, 87,16103346,401605,135773,2040600,2077140
2076000,101,2,8,5800, 129,16103245,397227,136665,1902600,1904400
2064240,101,2,8,5800, 129,16103212,397654,136801,2060400,2064120
2062380,102,2,8,5900, 143,16103213,398508,136963,2060640,
2062200,102,2,8,5800, 129,16103165,398099,136943,2056440,2062200
2061720,101,2,8,5800, 129,16103182,397700,136611,2058960,2060100
2057700,106,6,26,7100, 91,16103119,400846,134715,1411200,1436400
2056620,102,2,8,5900, 143,16103130,398477,136608,2014200,2048400
2055720,106,6,27,7200, 131,16103093,399995,134294,2048400,2049600
2055540,106,6,27,7200, 131,16103073,399421,134605,1330200,1348260
2055540,108,6,26,6900, 91,16103088,401257,135070,2048400,2050800
2054820,102,2,8,5900, 143,16103098,398508,136963,2051100,2054880
2052180,106,6,27,7200, 131,16103014,399783,134410,2026800,2044800
2050740,107,6,26,8200, 89,16103032,400042,135959,2034000,2035800
2045460,101,2,8,5800, 129,16102922,397700,136611,2041380,2041680
2041620,107,6,26,7000, 90,16102909,400232,135079,2039100,2039160
2040060,106,6,27,7200, 131,16102899,399288,134410,2034000,2039400
2039340,101,2,8,10100, 129,16401230,397831,137185,1429200,1517400
2038200,104,6,25,8402, 82,16102849,401135,136927,2006400,2007600
2037720,103,6,0,4702, 1,16102865,399213,136892,2023200,2032200
2037720,107,6,26,6500, 130,16102873,399694,135009,2036820,
2036700,102,2,8,5800, 129,16102792,398098,136808,1681200,1697400
2036100,105,6,9,11000, 127,16401228,398555,133905,1123200,1321200
2035140,107,6,25,8100, 85,16401227,400638,136400,1033200,1067400
2033760,106,6,27,7200, 131,16102708,399491,134192,2005200,2007900
2032020,105,6,9,10200, 142,16401242,398185,135418,1257000,1429800
2031180,108,6,26,6900, 91,16102803,401257,135070,1519200,1540800
2028180,107,6,25,8100, 85,16401237,400489,136425,1533660,1533900
2025240,102,6,8,4702, 18,16102727,398186,137185,2015100,2015400
2025060,106,6,27,7200, 131,16102097,399622,134352,1940280,1942920
2017560,106,6,9,6400, 127,16102715,399211,133853,1101600,1105200
2015220,108,6,26,6802, 91,16102696,401605,135140,1983600,2011500
2008080,103,6,25,10600, 83,16102677,399489,137372,1998000,2004900
1999200,108,6,26,6802, 91,16102557,401605,135140,1981260,1985040
1995840,104,6,25,8402, 82,16102646,400930,136927,1994400,1995000
1994460,102,2,8,5800, 129,16102518,398099,136943,1978620,1980300
1987380,102,6,8,4702, 1,16102594,398413,137185,1984380,1987380
1977720,102,6,8,4702, 18,16102491,398186,137185,1975020,1977660
1974180,108,6,26,6801, 87,16102454,401897,135527,1893600,1918800
1973340,101,2,8,10100, 129,16102245,397610,137008,1944000,1956600
1973280,105,6,9,10200, 142,16102442,398469,134448,1969200,1970520
1972680,101,2,8,10100, 129,16102191,397497,137053,1951440,1954800
1969260,106,6,26,7100, 91,16102400,401337,134586,1954800,1965600
1965660,102,2,8,5900, 143,16102226,398508,136963,1954620,1962240
1959840,107,6,26,6700, 88,16102279,400790,135527,1951200,1956600
1955160,106,6,27,7200, 131,16102193,399822,134656,1938600,1945800
1952160,107,6,26,6600, 89,16102173,400331,135588,1949400,1950300
1952160,108,6,25,8002, 86,16401196,401215,136192,1018800,1152000
1951380,102,2,8,5800, 129,16102128,398186,137001,1945200,1951380
1951080,102,2,8,5800, 129,16102171,398099,136943,1947600,1947720
1949760,104,6,25,8301, 84,16102031,399823,136697,1875600,1932300
1949460,104,6,25,8402, 82,16401194,400930,136784,1242600,1243200
1947900,104,6,25,8402, 82,16102011,401257,136876,1899000,1931280
1947660,102,2,8,5800, 129,16102123,398186,137001,1941000,1941300
1939800,104,6,0,8410, 82,16102074,401232,137002,1935180,1935600
1939080,108,6,25,8001, 81,16102039,401110,136326,1930500,1931100
1938660,105,6,9,10500, 128,16102056,398809,134827,1827000,1929600
1938480,105,6,9,11000, 127,16102016,398747,134091,1891800,1929600
1937400,105,6,9,11000, 127,16102013,398747,134091,1873800,1929600
1936560,105,6,9,11000, 127,16102043,398822,133854,1933200,1933260
1935660,104,6,25,8302, 83,16102006,400233,136927,1929600,1930200
1929900,106,6,27,7200, 131,16101990,399533,134508,1898100,1925100
1925040,104,6,25,8301, 84,16401201,399886.7,136517.08,1144800,1580100
1922400,108,6,25,8001, 81,16101978,401347,136871,1918200,1921560
1917060,102,2,8,5800, 129,16101951,397921,136842,1900680,1900800
1913520,102,2,8,5800, 129,16101739,398098,136539,1876500,1880400
1912440,101,2,8,5800, 129,16101896,397497,136718,1864800,
1906140,107,6,26,8200, 85,16101925,400406,136002,1902780,1906140
1905720,102,2,8,5800, 143,16101899,398053,136327,1893300,1896780
1900200,107,6,26,6500, 89,16101883,399760,135503,1895700,1900200
1894920,105,6,9,6400, 127,16101701,399213,133731,2139420,1883280
1894680,107,6,26,7100, 91,16101857,400930,134891,1882800,1884600
1893480,105,6,9,10200, 142,16101797,398469,134448,1885440,1885920
1890720,107,6,26,7000, 90,16101551,400436,135043,1810800,1854000
1889820,106,6,27,7200, 131,16101817,400042,134561,1887360,1887600
1887420,102,2,8,5800, 129,16101759,398185,136610,1847700,1877400
1885680,103,6,8,4702, 1,16101661,398746,137184,1873740,1873800
1882320,106,6,26,7000, 90,16101577,400541,134715,1856700,1863000
1881720,102,6,8,4702, 18,16101720,398186,137185,1877460,1878780
1880340,103,6,8,4702, 1,16101698,399078,136928,1874100,1874700
1877580,103,6,8,5900, 130,16101607,399214,136542,1857000,1860300
1875000,102,2,8,5800, 129,16101651,398185,136610,1859400,1870200
1874880,102,2,8,5800, 143,16101635,398185,136475,1849500,1870200
1871640,106,6,27,7200, 131,16101609,399592,134459,1868400,1868520
1869420,102,2,8,5800, 129,16101558,398099,136943,1862100,1863000
1865580,101,2,8,5800, 129,16101547,397834,136610,1857600,1858500
1861200,107,6,26,7000, 90,16101515,400436,135043,1859820,1861200
1857600,102,2,8,5800, 129,16101428,398098,136808,1771200,1776600
1857000,102,2,8,5800, 129,16101418,398099,136943,1774800,1969200
1855920,105,6,9,10500, 128,16101454,398682,135190,1850700,1852800
1848960,105,6,9,6400, 127,16101387,398878,133801,1840800,1840980
1846800,104,6,25,8402, 82,16401172,400686,136784,1605600,1618200
1829880,108,6,25,8002, 86,16101314,402062,136090,1825980,1826400
1821300,102,2,8,5800, 129,16101282,398098,136668,1818540,1821300
1811760,108,6,26,6900, 91,16101208,401257,135070,1807800,1810800
1810500,102,2,8,5900, 143,16101200,398508,136963,1807080,1809000
1801620,102,2,8,5800, 129,16101140,397920,136540,1760820,1792800
1799100,101,2,8,5800, 129,16101121,397497,136718,1796400,1796700
1797480,107,6,26,6500, 89,16101081,400232,135255,1793520,1797480
1797300,102,2,8,5800, 129,16101038,398185,136610,1789200,1791000
1797060,102,2,8,5800, 143,16100887,398098,136276,1777500,1779720
1797060,106,6,26,7000, 90,16101063,400134,134762,1616400,1756800
1791960,103,6,0,6202, 130,16101020,399272,136594,2754000,2761200
1787400,102,6,8,4702, 18,16100955,398186,137185,1777740,1778400
1786380,107,6,26,6500, 89,16100937,400232,135255,1782000,1783800
1771680,102,6,8,4702, 1,16100759,398532,137052,1759020,1763400
1757880,108,6,26,6801, 87,16100221,401897,135647,1537200,1585800
1749900,103,6,8,4702, 1,16100689,398748,136930,1741500,1743300
1749360,107,6,26,7000, 90,16100694,400436,135043,1746000,1747200
1745580,105,6,9,6400, 127,16100677,399010,134191,1742940,1745100
1735020,103,6,8,4701, 1,16100623,399069,137532,1728600,1728900
1734060,108,6,25,8001, 81,16100592,401257,136507,1710900,1725300
1727220,106,6,27,7200, 131,16100579,399995,134294,1722300,1722900
1725060,103,6,0,6202, 130,16100502,399272,136594,1697400,1711800
1724700,101,2,8,5800, 129,16100567,397654,136543,1722000,1722900
1715580,101,2,8,5800, 129,16100493,397835,136718,1710780,1710900
1710360,101,2,8,5800, 129,16100300,397834,136610,1689780,1690500
1709640,102,2,8,5800, 143,16100411,398098,136401,1616400,1692000
1709340,102,2,8,5800, 143,16100439,398315,137001,1707600,1709340
1708740,106,6,27,7200, 131,16100438,399622,134352,1705980,1706160
1704720,103,6,8,4702, 1,16100329,399119,137184,1690200,1692600
1689600,101,2,8,5800, 129,16100233,397564,136801,1641840,1642140
1687860,101,2,8,10100, 129,16100225,397302,136928,1602000,1604700
1686600,105,6,9,10200, 142,16100268,398098,134462,1674000,1683000
1659300,103,6,0,6202, 130,16100166,399272,136594,1558200,1559100
1657260,102,2,8,5900, 143,16100145,398508,136963,1654620,1657260
1656960,108,6,25,8001, 81,16100124,401337,136394,1652580,1652940
1655940,108,6,26,6801, 87,16100065,401745,135527,1642800,1643400
1652100,105,6,9,11000, 127,16100105,398476,133854,1638000,1647000
1651980,103,6,8,4702, 1,16100001,398649,136928,1638960,1643760
1639500,102,2,8,5800, 129,16099954,398185,136610,1633500,1634400
1638000,103,6,0,6202, 130,16096399,399272,136594,1150500,1184400
1636200,103,6,0,6202, 130,16099922,399272,136594,1630200,1630260
1634460,101,2,8,5800, 129,16099807,397700,136999,1618200,1620000
1632960,106,6,26,7000, 90,16099916,400541,134715,946800,1630800
1630620,105,6,9,11000, 127,16099678,398576,134292,1166400,1184400
1624860,108,6,26,6802, 91,16099776,401605,135000,321780,586560
1620540,107,6,25,8100, 85,16099779,400541,136105,741600,802800
1619100,107,6,26,6600, 89,16099636,400331,135279,1600200,1602900
1617120,103,6,8,4701, 1,16099759,398597,137252,1605600,1612800
1616820,107,6,26,6500, 89,16099754,400232,135255,1587300,1587600
1616760,104,6,25,8301, 83,16099726,400088,136928,1598460,1605600
1613520,105,6,9,11000, 127,16099725,398423,134091,1524000,1611900
1613160,101,2,8,5800, 129,16099703,397746,136543,1599180,1609800
1610940,101,2,8,5800, 129,16099697,397700,136611,1608900,1609200
1610640,108,6,26,6900, 91,16099676,401363,134776,1101600,1607400
1602600,108,6,26,6801, 87,16099619,401897,135367,1596180,1602540
1601580,107,6,26,7000, 90,16099584,400589,134987,1535400,1596600
1600740,103,6,8,4702, 1,16099590,399078,136928,1598880,1600740
1597260,102,6,8,4701, 1,16099560,398358,137251,1549800,1590060
1593420,103,6,25,10600, 83,16099540,399446,137021,1582200,1590300
1588980,104,6,25,8302, 83,16099502,400233,136927,1535400,1583400
1588560,105,6,9,10200, 142,16099500,398469,134448,1584780,1584900
1587060,106,6,27,7100, 91,16099475,400844,134168,1568700,1568760
1586580,106,6,26,7100, 91,16099491,400846,134556,1558800,1576800
1586520,103,6,8,4701, 1,16099496,398943,137372,1411200,1575000
1573500,103,6,25,10600, 83,16099429,399489,137372,1565100,1565340
1557000,105,6,9,10500, 128,16099318,399144,134605,1550520,1556580
1555200,108,6,26,6802, 91,16099397,401497,134770,1560000,1560900
1553940,108,6,26,6900, 91,16099119,401383,134946,1468860,1497000
1553640,105,6,9,10500, 128,16099292,398834,134456,1553040,1553100
1547220,105,6,9,10500, 128,16099230,398747,135045,1535340,1541400
1542360,101,2,8,5800, 129,16099191,397497,136718,1540440,1541280
1540680,107,6,25,8302, 85,16099037,400384,136326,1510200,1528200
1537680,105,6,9,10200, 142,16099130,398469,134448,1534500,1534800
1535280,102,2,8,5800, 143,16099026,398008,136402,1452540,1452660
1534320,104,6,25,8301, 84,16099090,400042,136400,1465200,1513800
1532400,101,2,8,5800, 129,16099060,397497,136718,1526400,1530900
1532280,107,6,26,7000, 90,16098922,400088,134826,1512000,1518000
1530480,108,6,25,8001, 81,16099052,401135,136474,993600,1411200
1527420,101,2,8,5800, 129,16098968,397563,136664,1521600,1523760
1527420,106,6,27,7200, 131,16098974,399489,134459,1522560,1522620
1526640,107,6,26,6900, 91,16098956,400846,134967,1517460,1517940
1525800,101,2,8,10100, 129,16098987,397497,137320,1510200,1521000
1524840,104,6,25,8402, 82,16401170,400686,136784,1422000,1443600
1522680,101,2,0,6202, 129,16098950,398009,136194,1450800,1458000
1522140,101,2,8,10100, 129,16098948,397746,137244,1510200,1519200
1520160,106,6,27,7200, 131,16098932,399622,134352,1517760,1517820
1519620,101,2,8,10100, 129,16098918,397328,137053,1515780,
1517580,103,6,8,4701, 1,16098898,399213,137251,1514700,
1516920,101,2,8,5800, 129,16098801,397227,136665,1505280,1508040
1514280,103,6,8,4702, 1,16098866,398943,137118,1504800,1511700
1510980,103,6,8,5900, 1,16098839,398989,136542,205200,239400
1509840,108,6,26,6900, 91,16098826,401418,135070,1452600,1497600
1509360,108,6,25,8001, 81,16401139,401257,136696,558000,580200
1500900,105,6,9,11000, 127,16401157,398747,134091,460800,1069200
1500600,102,2,8,5800, 143,16098749,398358,136942,1356300,1356600
1499340,105,6,9,11000, 127,16098733,398747,134091,1456200,1495740
1498440,107,6,26,7000, 90,16401155,400134,134907,214200,550800
1489500,106,6,27,7200, 131,16098713,400383,134411,1484100,1485300
1479300,105,6,9,7200, 128,16098683,399210.55,134299.54,1477200,1477500
1456980,103,6,8,4701, 1,16098537,398597,137252,1447200,1453500
1456380,107,6,26,6500, 89,16098519,400233,135159,1447200,1453800
1453740,101,2,8,10100, 129,16098287,397497,137053,1427400,1431000
1451700,108,6,26,6900, 91,16098463,401302,135070,1423800,1441800
1451340,102,6,8,4702, 1,16098474,398532,137185,1447680,1448700
1450800,102,2,8,5900, 143,16098385,398475,136193,1431000,1434600
1449660,106,6,26,7000, 90,16098425,400134,134762,1444020,1448820
1448940,106,6,26,7100, 91,16098377,400930,134551,1438680,1438800
1444560,105,6,9,6400, 127,16098369,399213,133731,1431600,1437000
1441920,102,2,8,5800, 129,16098288,398098,136808,1431600,1433700
1441140,105,6,9,6400, 127,16098345,398878,133801,1440240,1441140
1437420,101,2,8,5800, 129,16098294,397497,136718,1433520,1435500
1433400,104,6,25,8301, 84,16401150,400088,136326,826740,843300
1432980,107,6,26,7000, 90,16401148,400134,134907,822300,838800
1432260,107,6,26,7000, 90,16401147,400134,134907,559620,568440
1429980,105,6,9,11000, 127,16098243,398747,134091,1428900,1429980
1426800,103,6,8,5900, 1,16098187,398876,136191,925200,1179900
1426500,105,6,9,11000, 127,16098194,398822,133854,1421400,1422600
1411200,103,6,25,10600, 83,16098076,399351,137425,1351800,1402200
1410300,105,6,9,11000, 127,16097597,398476,134192,925200,1347000
1407840,102,2,8,5800, 143,16097486,398185,136475,818100,824760
1398000,103,6,25,10600, 83,16098043,399346,136671,1390200,1390800
1395060,106,6,26,7100, 91,16098044,400846,134715,1387800,1388400
1394700,105,6,9,10200, 142,16098040,398227,134827,1390200,1390500
1385280,105,6,9,6400, 127,16097971,398878,134019,1355400,1356000
1384020,104,6,25,8301, 84,16097960,400088,136474,1380600,1381500
1381800,104,6,25,10600, 83,16097938,400437,137118,1333680,1336260
1380360,106,6,26,7100, 91,16097909,400846,134715,1367100,1369800
1379940,103,6,8,4701, 1,16097926,398597,137252,1368000,1378800
1376520,107,6,25,8100, 85,16097897,400541,136105,1346400,1369800
1369860,107,6,26,6500, 89,16097810,400232,135255,1363200,1363500
1368240,102,2,8,5800, 129,16097729,398099,136943,1356720,1359780
1368240,108,6,25,8001, 81,16097821,401338,136696,1360800,1366200
1365360,108,6,26,6804, 87,16097728,401897,135000,1182600,1184400
1358460,107,6,26,6900, 91,16097709,400846,134967,1286040,1286460
1356900,102,6,8,4702, 18,16097684,398186,137185,1353480,1353900
1356120,107,6,25,8100, 85,16097616,400589,136192,1349400,1350000
1355940,105,6,9,6400, 127,16097666,399043,134090,1348800,1354800
1348440,101,2,8,5800, 129,16097580,397429,136542,1275300,1334700
1346580,104,6,25,8301, 84,16097568,399996,136247,1341660,1343700
1343280,103,6,0,10600, 83,16097462,399213.66,137478.75,1278000,1332000
1341840,107,6,25,8100, 85,16097534,400638,136400,1339200,1339260
1339980,108,6,25,8001, 81,16401125,401135,136541,666120,856020
1339380,107,6,25,8100, 85,16097504,400541,136259,1292400,1332000
1339260,101,2,8,10100, 129,16097478,397329,137320,1331580,1331760
1334100,106,6,27,7200, 131,16097468,400042,134561,1101600,1161300
1318320,102,2,8,5800, 129,16097388,398272,136943,1292400,1310400
1313580,104,6,25,8410, 82,16097380,400846,136958,1309080,1312920
1310640,101,2,0,6202, 129,16097332,397496,136376,1299120,1303620
1303320,103,6,8,5900, 1,16097296,398815,136650,1291140,1291500
1303260,105,6,9,6400, 127,16097320,398943,133729,1296960,1297020
1295280,103,6,25,10600, 83,16097290,399351,137531,2116800,2646000
1288440,103,6,8,4702, 1,16097202,399213,137056,1271700,1279800
1288200,106,6,27,7200, 131,16097183,400436,134389,1281840,1282200
1288140,104,6,25,8302, 84,16097213,400332,136575,1282800,1288080
1280940,101,2,8,5800, 129,16096959,397831,137105,899100,903600
1267920,104,6,25,10600, 83,16092489,399823,137081,288000,666000
1266720,105,6,9,6400, 127,16096967,398813,132921,1092600,1240200
1263840,107,6,26,7000, 89,16096935,400489,135195,1258200,1260000
1261920,107,6,26,7100, 91,16401136,400846,134880,773400,773700
1261320,107,6,25,8100, 85,16096889,400686,136326,1173600,1177200
1260000,101,2,0,6202, 129,16401120,397607,136337,370800,385200
1257900,101,2,8,5800, 129,16096858,397834,136610,1250400,1253700
1252080,104,6,25,10600, 83,16401118,399692,136918,2579400,2635200
1246380,107,6,25,8100, 85,16096769,400541,136105,1200600,1236600
1245060,105,6,9,10200, 142,16401112,398469,134448,478800,486000
1241880,104,6,25,10600, 83,16096743,399823,137425,1209600,1235400
1241460,105,6,9,11000, 127,16096741,398747,134091,1195200,1238400
1215480,106,6,27,7200, 131,16096603,400042,134561,1200240,1200360
1213440,102,6,8,4702, 1,16096643,398532,137185,1208400,1209000
1209600,105,6,9,10200, 142,16096633,398476,134716,1202280,1207200
1202280,103,6,8,5900, 130,16096537,399214,136542,1194660,1194720
1201260,105,6,9,11000, 127,16096557,398476,134192,1008000,1197480
1198980,108,6,26,6900, 91,16096541,401257,135070,1195200,1196100
1195740,102,6,8,4702, 1,16096505,398413,137185,1175160,1175880
1194720,102,6,8,5800, 143,16096463,398291,137060,1017060,1194720
1193940,108,6,26,6700, 88,16096416,401257,135710,1172400,1184400
1192440,105,6,9,10200, 142,16096437,398273,134400,1580400,2703660
1191960,107,6,26,6700, 88,16096340,400638,135441,1171800,1173600
1191420,107,6,26,7000, 90,16096466,400686,135019,1108800,1189800
1190880,102,6,8,4702, 1,16096395,398413,137185,1105200,1177200
1186980,108,6,26,6804, 87,16096299,401807,135007,1170000,1171800
1185060,107,6,26,8200, 85,16096388,400233,135898,1166400,1182600
1180920,107,6,26,6700, 88,16096325,400638,135286,1172700,1173300
1179960,102,6,8,4702, 1,16096322,398532,137185,1173600,1174800
1177980,104,6,25,10600, 83,16401113,400437,137267,676500,676740
1177560,103,6,8,4702, 1,16096297,399078,136928,1175400,1176720
1175700,107,6,26,6600, 89,16096277,400233,135648,1771200,561600
1168080,107,6,25,8002, 86,16096144,400931,136105,1108800,1153800
1167660,105,6,9,6400, 127,16096221,398878,133801,1164540,
1166340,107,6,26,6500, 89,16096201,399886,135436,1161000,1161060
1159860,106,6,27,7200, 131,16096150,399283,134605,1154940,1155300
1141020,108,6,26,6900, 87,16096081,401339,135453,1136700,1137600
1127880,108,6,26,8002, 86,16096029,401337,135898,1124100,1125900
1122300,102,6,8,4701, 18,16095964,398273,137243,1114200,1119000
1116420,103,6,8,4702, 1,16095927,398834,137094,1109580,1110000
1111140,105,6,9,6400, 127,16095886,398921,134092,1015200,1058400
1110600,107,6,25,8100, 85,16095856,400589,136192,1026000,1106400
1105620,101,2,8,5800, 129,16095684,397700,136611,1086300,1087200
1104000,104,6,25,8302, 83,16095819,400233,136927,1101660,1104000
1104000,106,6,26,7100, 91,16095821,400936,134825,1101840,1102440
1100100,105,6,9,11000, 127,16095755,398423,134091,853200,975600
1099800,101,2,8,10100, 129,16095788,397497,137053,1089900,1098300
1097340,101,2,8,10100, 129,16095765,397831,137185,1085400,1092600
1095900,107,6,26,6500, 89,16095700,400088,135298,475200,1083600
1095540,108,6,26,6900, 91,16095737,401090,135279,1092300,1092600
1095360,102,6,8,4701, 1,16095724,398477,137319,1090620,1094040
1095060,102,6,8,4702, 1,16095722,398358,137118,1065600,1081800
1095000,107,6,26,7000, 90,16095733,400435,134906,1026000,1040400
1093620,101,2,8,5800, 129,16095728,397831,137105,1065600,1088280
1090800,101,2,8,10100, 129,16095302,397719,137315,892800,901800
1090080,102,6,8,4701, 1,16095681,398477,137319,1339200,1081800
1088100,101,2,8,5800, 129,16095625,397831,137105,1010820,1076400
1084080,107,6,26,7000, 90,16095648,399886,134962,1072800,1076400
1078920,108,6,26,6900, 91,16095607,401135,135000,1030500,1078920
1077780,104,6,25,8302, 84,16095055,400233,136697,995400,999000
1053420,107,6,26,6600, 89,16095505,399950,135588,1008000,1051800
1051560,103,6,25,10600, 83,16095475,399351,137184,1036800,1047900
1040400,102,2,8,5800, 129,16095372,398186,137001,1020900,1038600
1029840,101,2,8,5800, 129,16095281,397329,136718,1025460,1025580
1023480,102,2,8,5800, 129,16095230,397920,136540,990360,1020600
1018980,105,6,9,11000, 127,16095195,398747,134091,1014960,
1017420,102,2,8,5800, 129,16095174,398008,136535,996720,1009800
1015500,105,6,9,11000, 127,16095147,398373,134292,1011000,1011120
1014240,106,6,26,7000, 90,16095139,399886,134826,1008000,1011600
1012380,101,2,8,5800, 129,16095123,397654,136543,991560,1008000
1004820,106,6,26,7100, 91,16095062,400930,134605,964200,964800
1004760,103,6,8,4702, 1,16095064,398640,137185,996900,1001400
1001520,102,6,8,4702, 18,16095042,398186,137185,983700,998100
1000200,101,2,8,5800, 129,16095033,397700,136611,998460,999300
1000140,106,6,27,7200, 131,16094345,399719,134605,910260,915120
999720,105,6,9,10200, 142,16095023,398374,135355,996000,996780
999240,103,6,0,6202, 130,16095017,399272,136594,937800,990000
997140,107,6,25,8100, 85,16095006,400686,136192,2192400,961200
993120,102,6,8,4702, 18,16094963,398186,137185,989520,990000
982920,108,6,26,6801, 87,16094906,401605,135648,833400,901800
971940,102,2,0,6202, 129,16094885,398009,136194,966900,968340
971160,103,6,8,4702, 1,16094884,399119,137184,965700,968100
958680,103,6,8,4702, 1,16094793,398984,137184,949920,950100
954000,108,6,26,6900, 91,16094760,401302,135000,844200,953880
949380,102,2,8,5800, 143,16094702,398315,137001,945900,948900
948240,108,6,26,6900, 91,16094699,401090,135279,933300,933420
941040,101,2,8,5800, 129,16094425,397654,136665,916740,917100
940200,104,6,25,10600, 83,16094590,400332,137356,718200,891000
939240,104,6,25,8402, 82,16094564,401135,136927,910800,933300
935340,103,6,0,6202, 130,16094589,399272,136594,601200,935340
924720,106,6,27,7200, 131,16094474,399783,134508,893700,922200
921960,103,6,8,4702, 1,16094433,399078,136928,919500,921900
920580,104,6,25,8302, 84,16094231,400233,136609,881700,885060
916800,104,6,25,8302, 84,16094302,400233,136400,878100,885600
916320,101,2,0,6202, 129,16401077,397698,136305,2122320,2282700
912420,107,6,26,7000, 90,16094334,400436,135043,910200,910860
912420,101,2,8,10100, 129,16094274,397228,137253,820500,823200
911940,102,2,8,5900, 143,16094333,398319,136303,908520,
908280,102,6,8,4701, 1,16094276,398477,137319,899520,901800
907260,106,6,27,7200, 131,16094225,400474,134315,855540,887400
901320,104,6,25,8302, 84,16094210,400233,136400,864000,889200
900960,102,6,8,4701, 1,16401074,398477,137319,2241000,2242800
897480,103,6,8,4702, 1,16094212,398834,137094,895260,
878580,101,2,8,10100, 129,16094132,397497,136959,870060,874200
877800,107,6,26,7000, 90,16094142,400436,135043,875700,875880
872520,102,2,8,5800, 129,16094001,398185,136610,857160,861300
870360,108,6,26,6900, 91,16094111,401337,134825,863700,863940
867900,102,2,8,5800, 129,16094047,398273,136801,862740,863700
867420,107,6,26,8200, 85,16094041,400332,135836,861600,861840
862740,107,6,25,8200, 85,16094025,400234,136092,858600,858780
859860,106,6,27,7200, 131,16094004,399533,134508,854100,854400
856200,105,6,9,10200, 142,16093017,398469,134448,745020,745500
853920,107,6,26,6500, 89,16093932,400232,135255,774240,775200
843600,104,6,25,8402, 82,16093818,400637,136696,823200,828000
843000,108,6,25,8001, 81,16093810,401364,136609,837900,841200
829020,107,6,26,8200, 89,16401096,399886,135899,219600,230400
828360,108,6,26,8002, 86,16401061,401337,135958,2073600,2074200
824700,103,6,0,6202, 130,16401091,399272,136594,2716200,2719800
823260,107,6,26,8100, 85,16093514,400637,135960,774000,796500
813720,107,6,25,8302, 85,16093493,400437,136259,754200,808200
780720,106,6,27,7200, 131,16093346,399352,134192,774000,775440
779760,101,2,8,5800, 129,16093327,397700,136999,770700,
775200,107,6,26,6500, 89,16093235,399950,135233,764400,775200
767880,108,6,26,6802, 91,16093234,401497,134770,762600,762900
767040,103,6,8,4702, 1,16093013,399078,136928,734400,745260
766800,107,6,26,8100, 85,16093204,400846,135927,694800,712800
766740,106,6,26,7000, 90,16093226,400383,134605,554400,763200
765240,105,6,9,10200, 142,16093054,397868.29,135116.46,680400,745200
